iso_code,location,date,total_cases,new_cases,tomorrow_deaths,total_cases_per_million,new_cases_per_million
OWID_WRL,World,2/23/2020,78812,1008,2619,0.129,0.316
OWID_WRL,World,2/24/2020,79339,527,2698,0.068,0.336
OWID_WRL,World,2/25/2020,80132,793,2762,0.102,0.346
OWID_WRL,World,2/26/2020,80995,863,2800,0.111,0.354
OWID_WRL,World,2/27/2020,82101,1106,2857,0.142,0.359
OWID_WRL,World,2/28/2020,83365,1264,2921,0.162,0.367
OWID_WRL,World,2/29/2020,85203,1838,2979,0.236,0.375
OWID_WRL,World,3/1/2020,87026,1823,3046,0.234,0.382
OWID_WRL,World,3/2/2020,89068,2042,3118,0.262,0.391
OWID_WRL,World,3/3/2020,90865,1797,3202,0.231,0.4
OWID_WRL,World,3/4/2020,93077,2212,3282,0.284,0.411
OWID_WRL,World,3/5/2020,95316,2239,3384,0.287,0.421
OWID_WRL,World,3/6/2020,98172,2856,3488,0.366,0.434
OWID_WRL,World,3/7/2020,102133,3961,3585,0.508,0.447
OWID_WRL,World,3/8/2020,105824,3691,3813,0.474,0.46
OWID_WRL,World,3/9/2020,109695,3871,4021,0.497,0.489
OWID_WRL,World,3/10/2020,114235,4540,4293,0.582,0.516
OWID_WRL,World,3/11/2020,118613,4378,4619,0.562,0.551
OWID_WRL,World,3/12/2020,125497,6884,4968,0.883,0.593
OWID_WRL,World,3/13/2020,133853,8356,5407,1.072,0.637
OWID_WRL,World,3/14/2020,143259,9406,5768,1.207,0.694
OWID_WRL,World,3/15/2020,154774,11515,6514,1.477,0.74
OWID_WRL,World,3/16/2020,167418,12644,7112,1.622,0.836
OWID_WRL,World,3/17/2020,180094,12676,7912,1.626,0.912
OWID_WRL,World,3/18/2020,194843,14749,8854,1.892,1.015
OWID_WRL,World,3/19/2020,213149,18306,9897,2.348,1.136
OWID_WRL,World,3/20/2020,242374,29225,11266,3.749,1.27
OWID_WRL,World,3/21/2020,271116,28742,12966,3.687,1.445
OWID_WRL,World,3/22/2020,305235,34119,14607,4.377,1.663
OWID_WRL,World,3/23/2020,338235,33000,16387,4.234,1.874
OWID_WRL,World,3/24/2020,377968,39733,18651,5.097,2.102
OWID_WRL,World,3/25/2020,416881,38913,21224,4.992,2.393
OWID_WRL,World,3/26/2020,468092,51211,23973,6.57,2.723
OWID_WRL,World,3/27/2020,527839,59747,27395,7.665,3.076
OWID_WRL,World,3/28/2020,591796,63957,30888,8.205,3.515
OWID_WRL,World,3/29/2020,656834,65038,34017,8.344,3.963
OWID_WRL,World,3/30/2020,715377,58543,37911,7.511,4.364
OWID_WRL,World,3/31/2020,777187,61810,42540,7.93,4.864
OWID_WRL,World,4/1/2020,851587,74400,47447,9.545,5.457
OWID_WRL,World,4/2/2020,928491,76904,52403,9.866,6.087
OWID_WRL,World,4/3/2020,1006063,77572,59036,9.952,6.723
OWID_WRL,World,4/4/2020,1087822,81759,65181,10.489,7.574
OWID_WRL,World,4/5/2020,1174306,86484,69859,11.095,8.362
OWID_WRL,World,4/6/2020,1245601,71295,75125,9.146,8.962
OWID_WRL,World,4/7/2020,1316988,71387,82788,9.158,9.638
OWID_WRL,World,4/8/2020,1391881,74893,89224,9.608,10.621
OWID_WRL,World,4/9/2020,1476792,84911,96669,10.893,11.447
OWID_WRL,World,4/10/2020,1563819,87027,103890,11.165,12.402
OWID_WRL,World,4/11/2020,1653160,89341,109916,11.462,13.328
OWID_WRL,World,4/12/2020,1734868,81708,115182,10.482,14.101
OWID_WRL,World,4/13/2020,1807256,72388,120553,9.287,14.777
OWID_WRL,World,4/14/2020,1873639,66383,128157,8.516,15.466
OWID_WRL,World,4/15/2020,1953786,80147,138677,10.282,16.441
OWID_WRL,World,4/16/2020,2033745,79959,147386,10.258,17.791
OWID_WRL,World,4/17/2020,2117297,83552,155954,10.719,18.908
OWID_WRL,World,4/18/2020,2199460,82163,162447,10.541,20.007
OWID_WRL,World,4/19/2020,2278484,79024,167483,10.138,20.84
OWID_WRL,World,4/20/2020,2350993,72509,172819,9.302,21.487
OWID_WRL,World,4/21/2020,2427353,76360,180103,9.796,22.171
OWID_WRL,World,4/22/2020,2513399,86046,186204,11.039,23.106
OWID_WRL,World,4/23/2020,2579823,66424,193648,8.522,23.888
OWID_WRL,World,4/24/2020,2657910,78087,199080,10.018,24.843
OWID_WRL,World,4/25/2020,2731217,73307,205326,9.405,25.54
OWID_WRL,World,4/26/2020,2832750,101533,209254,13.026,26.341
OWID_WRL,World,4/27/2020,2915977,83227,214146,10.677,26.845
OWID_WRL,World,4/28/2020,2981542,65565,220664,8.411,27.473
OWID_WRL,World,4/29/2020,3054404,72862,227335,9.348,28.309
OWID_WRL,World,4/30/2020,3131487,77083,232869,9.889,29.165
OWID_WRL,World,5/1/2020,3215927,84440,238707,10.833,29.875
OWID_WRL,World,5/2/2020,3308891,92964,243476,11.926,30.624
OWID_WRL,World,5/3/2020,3389459,80568,247163,10.336,31.236
OWID_WRL,World,5/4/2020,3467502,78043,251162,10.082,31.709
OWID_WRL,World,5/5/2020,3544168,76666,257114,9.935,32.222
OWID_WRL,World,5/6/2020,3625588,79187,263495,10.174,32.985
OWID_WRL,World,5/7/2020,3715414,89826,269243,11.524,33.804
OWID_WRL,World,5/8/2020,3809599,94185,274511,12.083,34.541
OWID_WRL,World,5/9/2020,3899738,90139,278951,11.564,35.217
OWID_WRL,World,5/10/2020,3989894,90156,282361,11.566,35.787
OWID_WRL,World,5/11/2020,4066883,76989,285930,9.877,36.224
OWID_WRL,World,5/12/2020,4137915,71032,291696,9.113,36.682
OWID_WRL,World,5/13/2020,4223701,85786,296883,11.006,37.422
OWID_WRL,World,5/14/2020,4309652,85951,302253,11.027,38.087
OWID_WRL,World,5/15/2020,4406317,96665,307398,12.401,38.776
OWID_WRL,World,5/16/2020,4504351,98034,311675,12.577,39.436
OWID_WRL,World,5/17/2020,4598546,94195,315063,12.084,39.985
OWID_WRL,World,5/18/2020,4679764,81218,318270,600.37,10.42
OWID_WRL,World,5/19/2020,4766900,87136,323156,611.549,11.179
OWID_WRL,World,5/20/2020,4861975,95075,327957,623.746,12.197
OWID_WRL,World,5/21/2020,4961338,99363,333399,636.493,12.747
OWID_WRL,World,5/22/2020,5069262,107924,338089,650.339,13.846
OWID_WRL,World,5/23/2020,5175836,106574,342078,664.012,13.672
OWID_WRL,World,5/24/2020,5276942,101106,342894,676.982,12.971
OWID_WRL,World,5/25/2020,5371158,94216,346277,689.069,12.087
OWID_WRL,World,5/26/2020,5460254,89096,350213,700.5,11.43
OWID_WRL,World,5/27/2020,5556124,95870,355390,712.799,12.299
OWID_WRL,World,5/28/2020,5658707,102583,360091,725.959,13.16
OWID_WRL,World,5/29/2020,5777512,118805,364895,741.201,15.242
OWID_WRL,World,5/30/2020,5900530,123018,368946,756.983,15.782
OWID_WRL,World,5/31/2020,6028326,127796,371857,773.378,16.395
IND,India,12/31/2019,0,0,0,0,0
IND,India,1/1/2020,0,0,0,0,0
IND,India,1/2/2020,0,0,0,0,0
IND,India,1/3/2020,0,0,0,0,0
IND,India,1/4/2020,0,0,0,0,0
IND,India,1/5/2020,0,0,0,0,0
IND,India,1/6/2020,0,0,0,0,0
IND,India,1/7/2020,0,0,0,0,0
IND,India,1/8/2020,0,0,0,0,0
IND,India,1/9/2020,0,0,0,0,0
IND,India,1/10/2020,0,0,0,0,0
IND,India,1/11/2020,0,0,0,0,0
IND,India,1/12/2020,0,0,0,0,0
IND,India,1/13/2020,0,0,0,0,0
IND,India,1/14/2020,0,0,0,0,0
IND,India,1/15/2020,0,0,0,0,0
IND,India,1/16/2020,0,0,0,0,0
IND,India,1/17/2020,0,0,0,0,0
IND,India,1/18/2020,0,0,0,0,0
IND,India,1/19/2020,0,0,0,0,0
IND,India,1/20/2020,0,0,0,0,0
IND,India,1/21/2020,0,0,0,0,0
IND,India,1/22/2020,0,0,0,0,0
IND,India,1/23/2020,0,0,0,0,0
IND,India,1/24/2020,0,0,0,0,0
IND,India,1/25/2020,0,0,0,0,0
IND,India,1/26/2020,0,0,0,0,0
IND,India,1/27/2020,0,0,0,0,0
IND,India,1/28/2020,0,0,0,0,0
IND,India,1/29/2020,0,1,0,0,0
IND,India,1/30/2020,1,0,0,0.001,0.001
IND,India,1/31/2020,1,0,0,0.001,0
IND,India,2/1/2020,1,1,0,0.001,0
IND,India,2/2/2020,2,0,0,0.001,0.001
IND,India,2/3/2020,2,1,0,0.001,0
IND,India,2/4/2020,3,0,0,0.002,0.001
IND,India,2/5/2020,3,0,0,0.002,0
IND,India,2/6/2020,3,0,0,0.002,0
IND,India,2/7/2020,3,0,0,0.002,0
IND,India,2/8/2020,3,0,0,0.002,0
IND,India,2/9/2020,3,0,0,0.002,0
IND,India,2/10/2020,3,0,0,0.002,0
IND,India,2/11/2020,3,0,0,0.002,0
IND,India,2/12/2020,3,0,0,0.002,0
IND,India,2/13/2020,3,0,0,0.002,0
IND,India,2/14/2020,3,0,0,0.002,0
IND,India,2/15/2020,3,0,0,0.002,0
IND,India,2/16/2020,3,0,0,0.002,0
IND,India,2/17/2020,3,0,0,0.002,0
IND,India,2/18/2020,3,0,0,0.002,0
IND,India,2/19/2020,3,0,0,0.002,0
IND,India,2/20/2020,3,0,0,0.002,0
IND,India,2/21/2020,3,0,0,0.002,0
IND,India,2/22/2020,3,0,0,0.002,0
IND,India,2/23/2020,3,0,0,0.002,0
IND,India,2/24/2020,3,0,0,0.002,0
IND,India,2/25/2020,3,0,0,0.002,0
IND,India,2/26/2020,3,0,0,0.002,0
IND,India,2/27/2020,3,0,0,0.002,0
IND,India,2/28/2020,3,0,0,0.002,0
IND,India,2/29/2020,3,0,0,0.002,0
IND,India,3/1/2020,3,0,0,0.002,0
IND,India,3/2/2020,3,2,0,0.002,0
IND,India,3/3/2020,5,1,0,0.004,0.001
IND,India,3/4/2020,6,22,0,0.004,0.001
IND,India,3/5/2020,28,1,0,0.02,0.016
IND,India,3/6/2020,29,2,0,0.021,0.001
IND,India,3/7/2020,31,3,0,0.022,0.001
IND,India,3/8/2020,34,10,0,0.025,0.002
IND,India,3/10/2020,44,6,0,0.032,0.007
IND,India,3/11/2020,50,23,0,0.036,0.004
IND,India,3/12/2020,73,2,1,0.053,0.017
IND,India,3/13/2020,75,8,2,0.054,0.001
IND,India,3/14/2020,83,7,2,0.06,0.006
IND,India,3/15/2020,90,3,2,0.065,0.005
IND,India,3/16/2020,93,32,3,0.067,0.002
IND,India,3/17/2020,125,12,3,0.091,0.023
IND,India,3/18/2020,137,28,3,0.099,0.009
IND,India,3/19/2020,165,26,4,0.12,0.02
IND,India,3/20/2020,191,40,4,0.138,0.019
IND,India,3/21/2020,231,89,4,0.167,0.029
IND,India,3/22/2020,320,119,7,0.232,0.064
IND,India,3/23/2020,439,53,9,0.318,0.086
IND,India,3/24/2020,492,70,9,0.357,0.038
IND,India,3/25/2020,562,87,13,0.407,0.051
IND,India,3/26/2020,649,75,17,0.47,0.063
IND,India,3/27/2020,724,149,19,0.525,0.054
IND,India,3/28/2020,873,106,25,0.633,0.108
IND,India,3/29/2020,979,92,29,0.709,0.077
IND,India,3/30/2020,1071,180,32,0.776,0.067
IND,India,3/31/2020,1251,146,35,0.907,0.13
IND,India,4/1/2020,1397,568,50,1.012,0.106
IND,India,4/2/2020,1965,336,56,1.424,0.412
IND,India,4/3/2020,2301,601,68,1.667,0.243
IND,India,4/4/2020,2902,472,77,2.103,0.436
IND,India,4/5/2020,3374,693,109,2.445,0.342
IND,India,4/6/2020,4067,354,114,2.947,0.502
IND,India,4/7/2020,4421,773,149,3.204,0.257
IND,India,4/8/2020,5194,540,166,3.764,0.56
IND,India,4/9/2020,5734,678,199,4.155,0.391
IND,India,4/10/2020,6412,1035,239,4.646,0.491
IND,India,4/11/2020,7447,909,273,5.396,0.75
IND,India,4/12/2020,8356,796,308,6.055,0.659
IND,India,4/13/2020,9152,1211,339,6.632,0.577
IND,India,4/14/2020,10363,1075,377,7.509,0.878
IND,India,4/15/2020,11438,942,414,8.288,0.779
IND,India,4/16/2020,12380,1007,437,8.971,0.683
IND,India,4/17/2020,13387,991,480,9.701,0.73
IND,India,4/18/2020,14378,1334,507,10.419,0.718
IND,India,4/19/2020,15712,1553,543,11.385,0.967
IND,India,4/20/2020,17265,1335,590,12.511,1.125
IND,India,4/21/2020,18600,1384,640,13.478,0.967
IND,India,4/22/2020,19984,1409,681,14.481,1.003
IND,India,4/23/2020,21393,1684,718,15.502,1.021
IND,India,4/24/2020,23077,1429,775,16.722,1.22
IND,India,4/25/2020,24506,1990,824,17.758,1.036
IND,India,4/26/2020,26496,1396,872,19.2,1.442
IND,India,4/27/2020,27892,1543,934,20.212,1.012
IND,India,4/28/2020,29435,1897,1007,21.33,1.118
IND,India,4/29/2020,31332,1718,1074,22.704,1.375
IND,India,4/30/2020,33050,1993,1147,23.949,1.245
IND,India,5/1/2020,35043,2293,1218,25.393,1.444
IND,India,5/2/2020,37336,2644,1301,27.055,1.662
IND,India,5/3/2020,39980,2553,1373,28.971,1.916
IND,India,5/4/2020,42533,3900,1568,30.821,1.85
IND,India,5/5/2020,46433,2958,1694,33.647,2.826
IND,India,5/6/2020,49391,3561,1783,35.79,2.143
IND,India,5/7/2020,52952,3390,1886,38.371,2.58
IND,India,5/8/2020,56342,3320,1981,40.827,2.457
IND,India,5/9/2020,59662,3277,2109,43.233,2.406
IND,India,5/10/2020,62939,4213,2206,45.608,2.375
IND,India,5/11/2020,67152,3604,2293,48.661,3.053
IND,India,5/12/2020,70756,3525,2415,51.272,2.612
IND,India,5/13/2020,74281,3722,2549,53.827,2.554
IND,India,5/14/2020,78003,3967,2649,56.524,2.697
IND,India,5/15/2020,81970,3970,2752,59.398,2.875
IND,India,5/16/2020,85940,4987,2872,62.275,2.877
IND,India,5/17/2020,90927,5242,3029,65.889,3.614
IND,India,5/18/2020,96169,4970,3163,69.687,3.799
IND,India,5/19/2020,101139,4970,3303,73.289,3.601
IND,India,5/20/2020,106750,5611,3435,77.355,4.066
IND,India,5/21/2020,112359,5609,3583,81.419,4.064
IND,India,5/22/2020,118447,6088,3720,85.831,4.412
IND,India,5/23/2020,125101,6654,3867,90.653,4.822
IND,India,5/24/2020,131868,6767,4021,95.556,4.904
IND,India,5/25/2020,138845,6977,4167,100.612,5.056
IND,India,5/26/2020,145380,6535,4337,105.347,4.735
IND,India,5/27/2020,151767,6387,4531,109.976,4.628
IND,India,5/28/2020,158333,6566,4706,114.734,4.758
IND,India,5/29/2020,165799,7466,4971,120.144,5.41
IND,India,5/30/2020,173763,7964,5164,125.915,5.771
IND,India,5/31/2020,182143,8380,5394,131.987,6.072
